,# year,month,day,cycle,trend,date,value
1880,2016,2,24,403.21,401.83,2016-02-24 12:00:00,403.21
1881,2016,2,25,403.23,401.84,2016-02-25 12:00:00,403.23
1882,2016,2,26,403.25,401.85,2016-02-26 12:00:00,403.25
1883,2016,2,27,403.28,401.86,2016-02-27 12:00:00,403.28
1884,2016,2,28,403.3,401.87,2016-02-28 12:00:00,403.3
1885,2016,2,29,403.32,401.88,2016-02-29 12:00:00,403.32
1886,2016,3,1,403.35,401.89,2016-03-01 12:00:00,403.35
1887,2016,3,2,403.37,401.9,2016-03-02 12:00:00,403.37
1888,2016,3,3,403.4,401.91,2016-03-03 12:00:00,403.4
1889,2016,3,4,403.42,401.92,2016-03-04 12:00:00,403.42
1890,2016,3,5,403.45,401.93,2016-03-05 12:00:00,403.45
1891,2016,3,6,403.48,401.94,2016-03-06 12:00:00,403.48
1892,2016,3,7,403.51,401.95,2016-03-07 12:00:00,403.51
1893,2016,3,8,403.54,401.96,2016-03-08 12:00:00,403.54
1894,2016,3,9,403.56,401.97,2016-03-09 12:00:00,403.56
1895,2016,3,10,403.59,401.98,2016-03-10 12:00:00,403.59
1896,2016,3,11,403.62,401.99,2016-03-11 12:00:00,403.62
1897,2016,3,12,403.65,402.0,2016-03-12 12:00:00,403.65
1898,2016,3,13,403.68,402.01,2016-03-13 12:00:00,403.68
1899,2016,3,14,403.71,402.02,2016-03-14 12:00:00,403.71
1900,2016,3,15,403.75,402.03,2016-03-15 12:00:00,403.75
1901,2016,3,16,403.78,402.04,2016-03-16 12:00:00,403.78
1902,2016,3,17,403.81,402.05,2016-03-17 12:00:00,403.81
1903,2016,3,18,403.84,402.06,2016-03-18 12:00:00,403.84
1904,2016,3,19,403.87,402.07,2016-03-19 12:00:00,403.87
1905,2016,3,20,403.9,402.08,2016-03-20 12:00:00,403.9
1906,2016,3,21,403.94,402.09,2016-03-21 12:00:00,403.94
1907,2016,3,22,403.97,402.1,2016-03-22 12:00:00,403.97
1908,2016,3,23,404.0,402.11,2016-03-23 12:00:00,404.0
1909,2016,3,24,404.03,402.12,2016-03-24 12:00:00,404.03
1910,2016,3,25,404.07,402.13,2016-03-25 12:00:00,404.07
1911,2016,3,26,404.1,402.14,2016-03-26 12:00:00,404.1
1912,2016,3,27,404.13,402.15,2016-03-27 12:00:00,404.13
1913,2016,3,28,404.16,402.16,2016-03-28 12:00:00,404.16
1914,2016,3,29,404.19,402.17,2016-03-29 12:00:00,404.19
1915,2016,3,30,404.23,402.18,2016-03-30 12:00:00,404.23
1916,2016,3,31,404.26,402.19,2016-03-31 12:00:00,404.26
1917,2016,4,1,404.29,402.2,2016-04-01 12:00:00,404.29
1918,2016,4,2,404.32,402.21,2016-04-02 12:00:00,404.32
1919,2016,4,3,404.35,402.22,2016-04-03 12:00:00,404.35
1920,2016,4,4,404.38,402.23,2016-04-04 12:00:00,404.38
1921,2016,4,5,404.41,402.24,2016-04-05 12:00:00,404.41
1922,2016,4,6,404.44,402.25,2016-04-06 12:00:00,404.44
1923,2016,4,7,404.47,402.26,2016-04-07 12:00:00,404.47
1924,2016,4,8,404.49,402.27,2016-04-08 12:00:00,404.49
1925,2016,4,9,404.52,402.28,2016-04-09 12:00:00,404.52
1926,2016,4,10,404.55,402.29,2016-04-10 12:00:00,404.55
1927,2016,4,11,404.58,402.3,2016-04-11 12:00:00,404.58
1928,2016,4,12,404.6,402.31,2016-04-12 12:00:00,404.6
1929,2016,4,13,404.63,402.32,2016-04-13 12:00:00,404.63
1930,2016,4,14,404.65,402.33,2016-04-14 12:00:00,404.65
1931,2016,4,15,404.68,402.34,2016-04-15 12:00:00,404.68
1932,2016,4,16,404.7,402.35,2016-04-16 12:00:00,404.7
1933,2016,4,17,404.72,402.36,2016-04-17 12:00:00,404.72
1934,2016,4,18,404.75,402.37,2016-04-18 12:00:00,404.75
1935,2016,4,19,404.77,402.38,2016-04-19 12:00:00,404.77
1936,2016,4,20,404.79,402.39,2016-04-20 12:00:00,404.79
1937,2016,4,21,404.81,402.4,2016-04-21 12:00:00,404.81
1938,2016,4,22,404.83,402.41,2016-04-22 12:00:00,404.83
1939,2016,4,23,404.85,402.42,2016-04-23 12:00:00,404.85
1940,2016,4,24,404.86,402.43,2016-04-24 12:00:00,404.86
1941,2016,4,25,404.88,402.44,2016-04-25 12:00:00,404.88
1942,2016,4,26,404.9,402.45,2016-04-26 12:00:00,404.9
1943,2016,4,27,404.91,402.46,2016-04-27 12:00:00,404.91
1944,2016,4,28,404.92,402.47,2016-04-28 12:00:00,404.92
1945,2016,4,29,404.94,402.48,2016-04-29 12:00:00,404.94
1946,2016,4,30,404.95,402.49,2016-04-30 12:00:00,404.95
1947,2016,5,1,404.96,402.5,2016-05-01 12:00:00,404.96
1948,2016,5,2,404.97,402.51,2016-05-02 12:00:00,404.97
1949,2016,5,3,404.98,402.52,2016-05-03 12:00:00,404.98
1950,2016,5,4,404.99,402.53,2016-05-04 12:00:00,404.99
1951,2016,5,5,404.99,402.54,2016-05-05 12:00:00,404.99
1952,2016,5,6,405.0,402.55,2016-05-06 12:00:00,405.0
1953,2016,5,7,405.0,402.55,2016-05-07 12:00:00,405.0
1954,2016,5,8,405.0,402.56,2016-05-08 12:00:00,405.0
1955,2016,5,9,405.0,402.57,2016-05-09 12:00:00,405.0
1956,2016,5,10,405.0,402.58,2016-05-10 12:00:00,405.0
1957,2016,5,11,405.0,402.59,2016-05-11 12:00:00,405.0
1958,2016,5,12,405.0,402.6,2016-05-12 12:00:00,405.0
1959,2016,5,13,405.0,402.61,2016-05-13 12:00:00,405.0
1960,2016,5,14,404.99,402.62,2016-05-14 12:00:00,404.99
1961,2016,5,15,404.98,402.63,2016-05-15 12:00:00,404.98
1962,2016,5,16,404.97,402.64,2016-05-16 12:00:00,404.97
1963,2016,5,17,404.96,402.65,2016-05-17 12:00:00,404.96
1964,2016,5,18,404.95,402.66,2016-05-18 12:00:00,404.95
1965,2016,5,19,404.94,402.67,2016-05-19 12:00:00,404.94
1966,2016,5,20,404.92,402.68,2016-05-20 12:00:00,404.92
1967,2016,5,21,404.91,402.69,2016-05-21 12:00:00,404.91
1968,2016,5,22,404.89,402.7,2016-05-22 12:00:00,404.89
1969,2016,5,23,404.87,402.71,2016-05-23 12:00:00,404.87
1970,2016,5,24,404.84,402.72,2016-05-24 12:00:00,404.84
1971,2016,5,25,404.82,402.73,2016-05-25 12:00:00,404.82
1972,2016,5,26,404.79,402.74,2016-05-26 12:00:00,404.79
1973,2016,5,27,404.77,402.75,2016-05-27 12:00:00,404.77
1974,2016,5,28,404.74,402.76,2016-05-28 12:00:00,404.74
1975,2016,5,29,404.71,402.77,2016-05-29 12:00:00,404.71
1976,2016,5,30,404.67,402.78,2016-05-30 12:00:00,404.67
1977,2016,5,31,404.64,402.79,2016-05-31 12:00:00,404.64
1978,2016,6,1,404.6,402.8,2016-06-01 12:00:00,404.6
1979,2016,6,2,404.56,402.81,2016-06-02 12:00:00,404.56
1980,2016,6,3,404.52,402.82,2016-06-03 12:00:00,404.52
1981,2016,6,4,404.48,402.83,2016-06-04 12:00:00,404.48
1982,2016,6,5,404.43,402.83,2016-06-05 12:00:00,404.43
1983,2016,6,6,404.39,402.84,2016-06-06 12:00:00,404.39
1984,2016,6,7,404.34,402.85,2016-06-07 12:00:00,404.34
1985,2016,6,8,404.29,402.86,2016-06-08 12:00:00,404.29
1986,2016,6,9,404.24,402.87,2016-06-09 12:00:00,404.24
1987,2016,6,10,404.18,402.88,2016-06-10 12:00:00,404.18
1988,2016,6,11,404.13,402.89,2016-06-11 12:00:00,404.13
1989,2016,6,12,404.07,402.9,2016-06-12 12:00:00,404.07
1990,2016,6,13,404.01,402.91,2016-06-13 12:00:00,404.01
1991,2016,6,14,403.95,402.92,2016-06-14 12:00:00,403.95
1992,2016,6,15,403.89,402.93,2016-06-15 12:00:00,403.89
1993,2016,6,16,403.83,402.94,2016-06-16 12:00:00,403.83
1994,2016,6,17,403.76,402.95,2016-06-17 12:00:00,403.76
1995,2016,6,18,403.7,402.96,2016-06-18 12:00:00,403.7
1996,2016,6,19,403.63,402.97,2016-06-19 12:00:00,403.63
1997,2016,6,20,403.56,402.98,2016-06-20 12:00:00,403.56
1998,2016,6,21,403.49,402.99,2016-06-21 12:00:00,403.49
1999,2016,6,22,403.42,402.99,2016-06-22 12:00:00,403.42
2000,2016,6,23,403.34,403.0,2016-06-23 12:00:00,403.34
2001,2016,6,24,403.27,403.01,2016-06-24 12:00:00,403.27
2002,2016,6,25,403.19,403.02,2016-06-25 12:00:00,403.19
2003,2016,6,26,403.12,403.03,2016-06-26 12:00:00,403.12
2004,2016,6,27,403.04,403.04,2016-06-27 12:00:00,403.04
2005,2016,6,28,402.96,403.05,2016-06-28 12:00:00,402.96
2006,2016,6,29,402.88,403.06,2016-06-29 12:00:00,402.88
2007,2016,6,30,402.8,403.07,2016-06-30 12:00:00,402.8
2008,2016,7,1,402.72,403.08,2016-07-01 12:00:00,402.72
2009,2016,7,2,402.64,403.09,2016-07-02 12:00:00,402.64
2010,2016,7,3,402.56,403.1,2016-07-03 12:00:00,402.56
2011,2016,7,4,402.48,403.11,2016-07-04 12:00:00,402.48
2012,2016,7,5,402.4,403.11,2016-07-05 12:00:00,402.4
2013,2016,7,6,402.32,403.12,2016-07-06 12:00:00,402.32
2014,2016,7,7,402.24,403.13,2016-07-07 12:00:00,402.24
2015,2016,7,8,402.16,403.14,2016-07-08 12:00:00,402.16
2016,2016,7,9,402.07,403.15,2016-07-09 12:00:00,402.07
2017,2016,7,10,401.99,403.16,2016-07-10 12:00:00,401.99
2018,2016,7,11,401.91,403.17,2016-07-11 12:00:00,401.91
2019,2016,7,12,401.83,403.18,2016-07-12 12:00:00,401.83
2020,2016,7,13,401.75,403.19,2016-07-13 12:00:00,401.75
2021,2016,7,14,401.67,403.2,2016-07-14 12:00:00,401.67
2022,2016,7,15,401.59,403.21,2016-07-15 12:00:00,401.59
2023,2016,7,16,401.51,403.21,2016-07-16 12:00:00,401.51
2024,2016,7,17,401.43,403.22,2016-07-17 12:00:00,401.43
2025,2016,7,18,401.35,403.23,2016-07-18 12:00:00,401.35
2026,2016,7,19,401.28,403.24,2016-07-19 12:00:00,401.28
2027,2016,7,20,401.2,403.25,2016-07-20 12:00:00,401.2
2028,2016,7,21,401.13,403.26,2016-07-21 12:00:00,401.13
2029,2016,7,22,401.05,403.27,2016-07-22 12:00:00,401.05
2030,2016,7,23,400.98,403.28,2016-07-23 12:00:00,400.98
2031,2016,7,24,400.91,403.29,2016-07-24 12:00:00,400.91
2032,2016,7,25,400.84,403.29,2016-07-25 12:00:00,400.84
2033,2016,7,26,400.77,403.3,2016-07-26 12:00:00,400.77
2034,2016,7,27,400.7,403.31,2016-07-27 12:00:00,400.7
2035,2016,7,28,400.64,403.32,2016-07-28 12:00:00,400.64
2036,2016,7,29,400.57,403.33,2016-07-29 12:00:00,400.57
2037,2016,7,30,400.51,403.34,2016-07-30 12:00:00,400.51
2038,2016,7,31,400.45,403.35,2016-07-31 12:00:00,400.45
2039,2016,8,1,400.4,403.36,2016-08-01 12:00:00,400.4
2040,2016,8,2,400.34,403.37,2016-08-02 12:00:00,400.34
2041,2016,8,3,400.29,403.37,2016-08-03 12:00:00,400.29
2042,2016,8,4,400.23,403.38,2016-08-04 12:00:00,400.23
2043,2016,8,5,400.18,403.39,2016-08-05 12:00:00,400.18
2044,2016,8,6,400.14,403.4,2016-08-06 12:00:00,400.14
2045,2016,8,7,400.09,403.41,2016-08-07 12:00:00,400.09
2046,2016,8,8,400.05,403.42,2016-08-08 12:00:00,400.05
2047,2016,8,9,400.01,403.43,2016-08-09 12:00:00,400.01
2048,2016,8,10,399.97,403.43,2016-08-10 12:00:00,399.97
2049,2016,8,11,399.94,403.44,2016-08-11 12:00:00,399.94
2050,2016,8,12,399.9,403.45,2016-08-12 12:00:00,399.9
2051,2016,8,13,399.87,403.46,2016-08-13 12:00:00,399.87
2052,2016,8,14,399.85,403.47,2016-08-14 12:00:00,399.85
2053,2016,8,15,399.82,403.48,2016-08-15 12:00:00,399.82
2054,2016,8,16,399.8,403.49,2016-08-16 12:00:00,399.8
2055,2016,8,17,399.78,403.49,2016-08-17 12:00:00,399.78
2056,2016,8,18,399.76,403.5,2016-08-18 12:00:00,399.76
2057,2016,8,19,399.75,403.51,2016-08-19 12:00:00,399.75
2058,2016,8,20,399.74,403.52,2016-08-20 12:00:00,399.74
2059,2016,8,21,399.73,403.53,2016-08-21 12:00:00,399.73
2060,2016,8,22,399.73,403.54,2016-08-22 12:00:00,399.73
2061,2016,8,23,399.72,403.55,2016-08-23 12:00:00,399.72
2062,2016,8,24,399.73,403.55,2016-08-24 12:00:00,399.73
2063,2016,8,25,399.73,403.56,2016-08-25 12:00:00,399.73
2064,2016,8,26,399.74,403.57,2016-08-26 12:00:00,399.74
2065,2016,8,27,399.75,403.58,2016-08-27 12:00:00,399.75
2066,2016,8,28,399.76,403.59,2016-08-28 12:00:00,399.76
2067,2016,8,29,399.77,403.6,2016-08-29 12:00:00,399.77
2068,2016,8,30,399.79,403.6,2016-08-30 12:00:00,399.79
2069,2016,8,31,399.81,403.61,2016-08-31 12:00:00,399.81
2070,2016,9,1,399.84,403.62,2016-09-01 12:00:00,399.84
2071,2016,9,2,399.86,403.63,2016-09-02 12:00:00,399.86
2072,2016,9,3,399.89,403.64,2016-09-03 12:00:00,399.89
2073,2016,9,4,399.92,403.65,2016-09-04 12:00:00,399.92
2074,2016,9,5,399.96,403.65,2016-09-05 12:00:00,399.96
2075,2016,9,6,399.99,403.66,2016-09-06 12:00:00,399.99
2076,2016,9,7,400.03,403.67,2016-09-07 12:00:00,400.03
2077,2016,9,8,400.07,403.68,2016-09-08 12:00:00,400.07
2078,2016,9,9,400.12,403.69,2016-09-09 12:00:00,400.12
2079,2016,9,10,400.16,403.69,2016-09-10 12:00:00,400.16
2080,2016,9,11,400.21,403.7,2016-09-11 12:00:00,400.21
2081,2016,9,12,400.26,403.71,2016-09-12 12:00:00,400.26
2082,2016,9,13,400.31,403.72,2016-09-13 12:00:00,400.31
2083,2016,9,14,400.37,403.73,2016-09-14 12:00:00,400.37
2084,2016,9,15,400.42,403.73,2016-09-15 12:00:00,400.42
2085,2016,9,16,400.48,403.74,2016-09-16 12:00:00,400.48
2086,2016,9,17,400.54,403.75,2016-09-17 12:00:00,400.54
2087,2016,9,18,400.6,403.76,2016-09-18 12:00:00,400.6
2088,2016,9,19,400.66,403.77,2016-09-19 12:00:00,400.66
2089,2016,9,20,400.72,403.77,2016-09-20 12:00:00,400.72
2090,2016,9,21,400.78,403.78,2016-09-21 12:00:00,400.78
2091,2016,9,22,400.85,403.79,2016-09-22 12:00:00,400.85
2092,2016,9,23,400.91,403.8,2016-09-23 12:00:00,400.91
2093,2016,9,24,400.98,403.81,2016-09-24 12:00:00,400.98
2094,2016,9,25,401.04,403.81,2016-09-25 12:00:00,401.04
2095,2016,9,26,401.11,403.82,2016-09-26 12:00:00,401.11
2096,2016,9,27,401.18,403.83,2016-09-27 12:00:00,401.18
2097,2016,9,28,401.24,403.84,2016-09-28 12:00:00,401.24
2098,2016,9,29,401.31,403.84,2016-09-29 12:00:00,401.31
2099,2016,9,30,401.38,403.85,2016-09-30 12:00:00,401.38
2100,2016,10,1,401.45,403.86,2016-10-01 12:00:00,401.45
2101,2016,10,2,401.52,403.87,2016-10-02 12:00:00,401.52
2102,2016,10,3,401.58,403.88,2016-10-03 12:00:00,401.58
2103,2016,10,4,401.65,403.88,2016-10-04 12:00:00,401.65
2104,2016,10,5,401.72,403.89,2016-10-05 12:00:00,401.72
2105,2016,10,6,401.79,403.9,2016-10-06 12:00:00,401.79
2106,2016,10,7,401.85,403.91,2016-10-07 12:00:00,401.85
2107,2016,10,8,401.92,403.91,2016-10-08 12:00:00,401.92
2108,2016,10,9,401.98,403.92,2016-10-09 12:00:00,401.98
2109,2016,10,10,402.05,403.93,2016-10-10 12:00:00,402.05
2110,2016,10,11,402.11,403.94,2016-10-11 12:00:00,402.11
2111,2016,10,12,402.18,403.94,2016-10-12 12:00:00,402.18
2112,2016,10,13,402.24,403.95,2016-10-13 12:00:00,402.24
2113,2016,10,14,402.3,403.96,2016-10-14 12:00:00,402.3
2114,2016,10,15,402.36,403.97,2016-10-15 12:00:00,402.36
2115,2016,10,16,402.42,403.97,2016-10-16 12:00:00,402.42
2116,2016,10,17,402.48,403.98,2016-10-17 12:00:00,402.48
2117,2016,10,18,402.54,403.99,2016-10-18 12:00:00,402.54
2118,2016,10,19,402.59,404.0,2016-10-19 12:00:00,402.59
2119,2016,10,20,402.65,404.0,2016-10-20 12:00:00,402.65
2120,2016,10,21,402.7,404.01,2016-10-21 12:00:00,402.7
2121,2016,10,22,402.76,404.02,2016-10-22 12:00:00,402.76
2122,2016,10,23,402.81,404.03,2016-10-23 12:00:00,402.81
2123,2016,10,24,402.86,404.03,2016-10-24 12:00:00,402.86
2124,2016,10,25,402.91,404.04,2016-10-25 12:00:00,402.91
2125,2016,10,26,402.96,404.05,2016-10-26 12:00:00,402.96
2126,2016,10,27,403.01,404.06,2016-10-27 12:00:00,403.01
2127,2016,10,28,403.06,404.06,2016-10-28 12:00:00,403.06
2128,2016,10,29,403.11,404.07,2016-10-29 12:00:00,403.11
2129,2016,10,30,403.15,404.08,2016-10-30 12:00:00,403.15
2130,2016,10,31,403.2,404.08,2016-10-31 12:00:00,403.2
2131,2016,11,1,403.24,404.09,2016-11-01 12:00:00,403.24
2132,2016,11,2,403.29,404.1,2016-11-02 12:00:00,403.29
2133,2016,11,3,403.33,404.11,2016-11-03 12:00:00,403.33
2134,2016,11,4,403.37,404.11,2016-11-04 12:00:00,403.37
2135,2016,11,5,403.42,404.12,2016-11-05 12:00:00,403.42
2136,2016,11,6,403.46,404.13,2016-11-06 12:00:00,403.46
2137,2016,11,7,403.5,404.14,2016-11-07 12:00:00,403.5
2138,2016,11,8,403.54,404.14,2016-11-08 12:00:00,403.54
2139,2016,11,9,403.58,404.15,2016-11-09 12:00:00,403.58
2140,2016,11,10,403.62,404.16,2016-11-10 12:00:00,403.62
2141,2016,11,11,403.66,404.16,2016-11-11 12:00:00,403.66
2142,2016,11,12,403.7,404.17,2016-11-12 12:00:00,403.7
2143,2016,11,13,403.74,404.18,2016-11-13 12:00:00,403.74
2144,2016,11,14,403.77,404.18,2016-11-14 12:00:00,403.77
2145,2016,11,15,403.81,404.19,2016-11-15 12:00:00,403.81
2146,2016,11,16,403.85,404.2,2016-11-16 12:00:00,403.85
2147,2016,11,17,403.89,404.21,2016-11-17 12:00:00,403.89
2148,2016,11,18,403.93,404.21,2016-11-18 12:00:00,403.93
2149,2016,11,19,403.96,404.22,2016-11-19 12:00:00,403.96
2150,2016,11,20,404.0,404.23,2016-11-20 12:00:00,404.0
2151,2016,11,21,404.04,404.23,2016-11-21 12:00:00,404.04
2152,2016,11,22,404.08,404.24,2016-11-22 12:00:00,404.08
2153,2016,11,23,404.12,404.25,2016-11-23 12:00:00,404.12
2154,2016,11,24,404.15,404.25,2016-11-24 12:00:00,404.15
2155,2016,11,25,404.19,404.26,2016-11-25 12:00:00,404.19
2156,2016,11,26,404.23,404.27,2016-11-26 12:00:00,404.23
2157,2016,11,27,404.27,404.27,2016-11-27 12:00:00,404.27
2158,2016,11,28,404.31,404.28,2016-11-28 12:00:00,404.31
2159,2016,11,29,404.34,404.29,2016-11-29 12:00:00,404.34
2160,2016,11,30,404.38,404.29,2016-11-30 12:00:00,404.38
2161,2016,12,1,404.42,404.3,2016-12-01 12:00:00,404.42
2162,2016,12,2,404.46,404.31,2016-12-02 12:00:00,404.46
2163,2016,12,3,404.5,404.31,2016-12-03 12:00:00,404.5
2164,2016,12,4,404.54,404.32,2016-12-04 12:00:00,404.54
2165,2016,12,5,404.57,404.33,2016-12-05 12:00:00,404.57
2166,2016,12,6,404.61,404.33,2016-12-06 12:00:00,404.61
2167,2016,12,7,404.65,404.34,2016-12-07 12:00:00,404.65
2168,2016,12,8,404.69,404.35,2016-12-08 12:00:00,404.69
2169,2016,12,9,404.73,404.35,2016-12-09 12:00:00,404.73
2170,2016,12,10,404.77,404.36,2016-12-10 12:00:00,404.77
2171,2016,12,11,404.81,404.37,2016-12-11 12:00:00,404.81
2172,2016,12,12,404.85,404.37,2016-12-12 12:00:00,404.85
2173,2016,12,13,404.89,404.38,2016-12-13 12:00:00,404.89
2174,2016,12,14,404.92,404.39,2016-12-14 12:00:00,404.92
2175,2016,12,15,404.96,404.39,2016-12-15 12:00:00,404.96
2176,2016,12,16,405.0,404.4,2016-12-16 12:00:00,405.0
2177,2016,12,17,405.04,404.41,2016-12-17 12:00:00,405.04
2178,2016,12,18,405.08,404.41,2016-12-18 12:00:00,405.08
2179,2016,12,19,405.12,404.42,2016-12-19 12:00:00,405.12
2180,2016,12,20,405.16,404.43,2016-12-20 12:00:00,405.16
2181,2016,12,21,405.19,404.43,2016-12-21 12:00:00,405.19
2182,2016,12,22,405.23,404.44,2016-12-22 12:00:00,405.23
2183,2016,12,23,405.27,404.44,2016-12-23 12:00:00,405.27
2184,2016,12,24,405.31,404.45,2016-12-24 12:00:00,405.31
2185,2016,12,25,405.34,404.46,2016-12-25 12:00:00,405.34
2186,2016,12,26,405.38,404.46,2016-12-26 12:00:00,405.38
2187,2016,12,27,405.42,404.47,2016-12-27 12:00:00,405.42
2188,2016,12,28,405.45,404.48,2016-12-28 12:00:00,405.45
2189,2016,12,29,405.49,404.48,2016-12-29 12:00:00,405.49
2190,2016,12,30,405.52,404.49,2016-12-30 12:00:00,405.52
2191,2016,12,31,405.56,404.5,2016-12-31 12:00:00,405.56
2192,2017,1,1,405.59,404.5,2017-01-01 12:00:00,405.59
2193,2017,1,2,405.63,404.51,2017-01-02 12:00:00,405.63
2194,2017,1,3,405.66,404.51,2017-01-03 12:00:00,405.66
2195,2017,1,4,405.7,404.52,2017-01-04 12:00:00,405.7
2196,2017,1,5,405.73,404.53,2017-01-05 12:00:00,405.73
2197,2017,1,6,405.76,404.53,2017-01-06 12:00:00,405.76
2198,2017,1,7,405.79,404.54,2017-01-07 12:00:00,405.79
2199,2017,1,8,405.83,404.54,2017-01-08 12:00:00,405.83
2200,2017,1,9,405.86,404.55,2017-01-09 12:00:00,405.86
2201,2017,1,10,405.89,404.56,2017-01-10 12:00:00,405.89
2202,2017,1,11,405.92,404.56,2017-01-11 12:00:00,405.92
2203,2017,1,12,405.95,404.57,2017-01-12 12:00:00,405.95
2204,2017,1,13,405.98,404.58,2017-01-13 12:00:00,405.98
2205,2017,1,14,406.01,404.58,2017-01-14 12:00:00,406.01
2206,2017,1,15,406.04,404.59,2017-01-15 12:00:00,406.04
2207,2017,1,16,406.06,404.59,2017-01-16 12:00:00,406.06
2208,2017,1,17,406.09,404.6,2017-01-17 12:00:00,406.09
2209,2017,1,18,406.12,404.61,2017-01-18 12:00:00,406.12
2210,2017,1,19,406.15,404.61,2017-01-19 12:00:00,406.15
2211,2017,1,20,406.17,404.62,2017-01-20 12:00:00,406.17
2212,2017,1,21,406.2,404.62,2017-01-21 12:00:00,406.2
2213,2017,1,22,406.22,404.63,2017-01-22 12:00:00,406.22
2214,2017,1,23,406.25,404.64,2017-01-23 12:00:00,406.25
2215,2017,1,24,406.27,404.64,2017-01-24 12:00:00,406.27
2216,2017,1,25,406.29,404.65,2017-01-25 12:00:00,406.29
2217,2017,1,26,406.31,404.65,2017-01-26 12:00:00,406.31
2218,2017,1,27,406.34,404.66,2017-01-27 12:00:00,406.34
2219,2017,1,28,406.36,404.67,2017-01-28 12:00:00,406.36
2220,2017,1,29,406.38,404.67,2017-01-29 12:00:00,406.38
2221,2017,1,30,406.4,404.68,2017-01-30 12:00:00,406.4
2222,2017,1,31,406.42,404.68,2017-01-31 12:00:00,406.42
2223,2017,2,1,406.44,404.69,2017-02-01 12:00:00,406.44
2224,2017,2,2,406.45,404.69,2017-02-02 12:00:00,406.45
2225,2017,2,3,406.47,404.7,2017-02-03 12:00:00,406.47
2226,2017,2,4,406.49,404.71,2017-02-04 12:00:00,406.49
2227,2017,2,5,406.51,404.71,2017-02-05 12:00:00,406.51
2228,2017,2,6,406.52,404.72,2017-02-06 12:00:00,406.52
2229,2017,2,7,406.54,404.72,2017-02-07 12:00:00,406.54
2230,2017,2,8,406.55,404.73,2017-02-08 12:00:00,406.55
2231,2017,2,9,406.57,404.74,2017-02-09 12:00:00,406.57
2232,2017,2,10,406.58,404.74,2017-02-10 12:00:00,406.58
2233,2017,2,11,406.59,404.75,2017-02-11 12:00:00,406.59
2234,2017,2,12,406.6,404.75,2017-02-12 12:00:00,406.6
2235,2017,2,13,406.62,404.76,2017-02-13 12:00:00,406.62
2236,2017,2,14,406.63,404.76,2017-02-14 12:00:00,406.63
2237,2017,2,15,406.64,404.77,2017-02-15 12:00:00,406.64
2238,2017,2,16,406.65,404.78,2017-02-16 12:00:00,406.65
2239,2017,2,17,406.66,404.78,2017-02-17 12:00:00,406.66
2240,2017,2,18,406.67,404.79,2017-02-18 12:00:00,406.67
2241,2017,2,19,406.68,404.79,2017-02-19 12:00:00,406.68
2242,2017,2,20,406.68,404.8,2017-02-20 12:00:00,406.68
2243,2017,2,21,406.69,404.8,2017-02-21 12:00:00,406.69
2244,2017,2,22,406.7,404.81,2017-02-22 12:00:00,406.7
2245,2017,2,23,406.71,404.81,2017-02-23 12:00:00,406.71
2246,2017,2,24,406.71,404.82,2017-02-24 12:00:00,406.71
2247,2017,2,25,406.72,404.83,2017-02-25 12:00:00,406.72
2248,2017,2,26,406.72,404.83,2017-02-26 12:00:00,406.72
2249,2017,2,27,406.73,404.84,2017-02-27 12:00:00,406.73
2250,2017,2,28,406.73,404.84,2017-02-28 12:00:00,406.73
2251,2017,3,1,406.74,404.85,2017-03-01 12:00:00,406.74
2252,2017,3,2,406.74,404.85,2017-03-02 12:00:00,406.74
2253,2017,3,3,406.74,404.86,2017-03-03 12:00:00,406.74
2254,2017,3,4,406.75,404.86,2017-03-04 12:00:00,406.75
2255,2017,3,5,406.75,404.87,2017-03-05 12:00:00,406.75
2256,2017,3,6,406.75,404.88,2017-03-06 12:00:00,406.75
2257,2017,3,7,406.76,404.88,2017-03-07 12:00:00,406.76
2258,2017,3,8,406.76,404.89,2017-03-08 12:00:00,406.76
2259,2017,3,9,406.76,404.89,2017-03-09 12:00:00,406.76
2260,2017,3,10,406.77,404.9,2017-03-10 12:00:00,406.77
2261,2017,3,11,406.77,404.9,2017-03-11 12:00:00,406.77
2262,2017,3,12,406.77,404.91,2017-03-12 12:00:00,406.77
2263,2017,3,13,406.77,404.91,2017-03-13 12:00:00,406.77
2264,2017,3,14,406.78,404.92,2017-03-14 12:00:00,406.78
2265,2017,3,15,406.78,404.93,2017-03-15 12:00:00,406.78
2266,2017,3,16,406.78,404.93,2017-03-16 12:00:00,406.78
2267,2017,3,17,406.79,404.94,2017-03-17 12:00:00,406.79
2268,2017,3,18,406.79,404.94,2017-03-18 12:00:00,406.79
2269,2017,3,19,406.79,404.95,2017-03-19 12:00:00,406.79
2270,2017,3,20,406.8,404.95,2017-03-20 12:00:00,406.8
2271,2017,3,21,406.8,404.96,2017-03-21 12:00:00,406.8
2272,2017,3,22,406.8,404.96,2017-03-22 12:00:00,406.8
2273,2017,3,23,406.81,404.97,2017-03-23 12:00:00,406.81
2274,2017,3,24,406.81,404.97,2017-03-24 12:00:00,406.81
2275,2017,3,25,406.82,404.98,2017-03-25 12:00:00,406.82
2276,2017,3,26,406.82,404.98,2017-03-26 12:00:00,406.82
2277,2017,3,27,406.83,404.99,2017-03-27 12:00:00,406.83
2278,2017,3,28,406.84,405.0,2017-03-28 12:00:00,406.84
